text,generated
General Hifter’s surprise military offensive in April came despite commitments to attend a national conference weeks later aimed at forming a united government and moving toward elections. The fighting has threatened to plunge Libya into violent chaos rivaling the 2011 conflict that ousted Col. Muammar el-Qaddafi as the country’s longtime leader and later killed him.,0
"HONG KONG — Voters in Taiwan are widely expected to deliver a victory on Saturday to President Tsai Ing-wen, in defiance of China’s pressure campaign against the island democracy.",0
"It was female consumers who embraced their erotic potential — covertly at first, until the early 1970s, when the radical feminist Betty Dodson began openly using vibrators as sexual devices in her masturbation workshops.",0
"Unlike after the American drone strike last week that killed General Suleimani, Democratic congressional leaders were notified immediately after the Iranian strikes.",0
"Central banks spent much of the last 10 years hauling their economies out of a deep financial crisis that began in 2008. They may well spend the next decade coping with the disruptive effects of climate change and technology, the report said.",0
"The deployment of air power came after the Turkish Defense Ministry said that a supply convoy bringing reinforcements into the observation posts on Monday had come under fire, leaving six Turkish soldiers dead and several others wounded.",0
"“I felt like he was our safety umbrella spread above Iran,” said Amir Ali, 22, a university student, of General Suleimani. “I felt safe knowing he was out there.”",0
"“It’s just not clear what credibility the U.S. has to make a nonproliferation agreement with an enemy anymore,” said Elizabeth N. Saunders, a Georgetown University political scientist. She asked, “Would anyone ever enter a deal like the Iran deal with us ever again?”",0
"59A: This was a key spot for me, as I wavered between “petal” and SEPAL at 48D and know nothing about biplanes beyond Snoopy’s imaginary air battles. The French and Americans flew a plane known as a SPAD — pretty common fill in Times crosswords of the 20th century, but more recently quite rare.",0
"Witnesses said the mob threw rocks, hitting Professor Sen and others. Ms. Barua said students and faculty were “running for their lives” as the attackers chased people into dormitories. In one hostel, they shattered windows and sprayed a cough-inducing irritant as a security guard watched, according to students who were there and a video of the attack.",0
"Contact: Courtney Smith or Kurt Wisner, the Courtney and Kurt Real Estate Team at Compass, 323-667-0700; courtneyandkurt.com",0
"The slow indoctrination laid the foundation for certain women to be groomed as Mr. Raniere’s sexual partners, the lawsuit alleged.",0
"Once he arrived, Mr. Yang was asked if his non-senatorial status had redounded to his benefit in Iowa by allowing him to show up in person for campaign events.",0
"1. What were some of the theatrical and creative moments that led Desmond Napoles, who performs as Desmond is Amazing, to drag? How does he differentiate between who he is in and out of drag?",0
"And the zigzagging underscored the challenge facing Mr. Trump’s defense team and the Senate majority leader, Mitch McConnell of Kentucky, as they try to navigate competing interests just days before the trial is to begin. Mr. McConnell has said he intends to run a trial similar to the 1999 impeachment proceeding against President Bill Clinton, meaning both House prosecutors and Mr. Trump’s defense team will be given a chance to present their arguments.",0
"This is bolstered by the peculiar Grammy microphenomenon in which little-heralded artists get nominated in the biggest categories, but typically for music that harks back to the past rather than blazes a path to tomorrow. It can feel that the only way for a newish artist to truly break through is to look backward. (The nominations this year point to a kind of progress: Lizzo, Billie Eilish and Lil Nas X lead the way in the major categories.)",0
"What we’re reading: This article in The New Yorker. Brent Staples, a Pulitzer Prize-winning member of the Times’s editorial board, calls it “a vivid new history” of “how slave rebellions (not white abolitionists) defeated slavery in the hell that was the Caribbean.”",0
"In the obsession with objects (owning either less or more) we’ve lost the basic ideas of minimalism. It might appear simple but it’s also a philosophical challenge, not to find exactly the right stuff to buy but to rethink our relationship to the world around us, from the ground up. Rather than the single generically blank style that’s now noticeable everywhere, minimalism is fundamentally about a diversity of visions.",0
"KINGDOMTIDE, by Rye Curtis. (Little, Brown, $28.) Cloris Waldrip is 72 and spunky when she survives a plane crash in rugged Montana; this impressive novel tells her story and that of the ranger searching for her. “I am the greatest mystery to myself,” Cloris declares.",0
"Ms. Consolo was a singular figure in the world of retail real estate. She loved to shop and incorporated it into her deal making. She represented Godiva chocolates, she said, because they were her favorite, and she brought Zara to New York after going to Barcelona on a shopping spree.",0
"But while Mr. Zuckerberg has been cast by critics as defensive and closed off to criticism and the news media, Mr. Mosseri, 36, projects the opposite. He’s affable and easygoing, exuding the laid-back intensity of a Bay Area tech executive who was born in the East Village. He is accessible to the news media, and unafraid of the occasional Twitter war with the acerbic tech columnist Kara Swisher (a contributing opinion writer for The New York Times). He posts an endless stream of relatable photos of his young sons (#DadLife). And he does regular “ask me anything” sessions.",0
"Re “Memory Need Not Fail Us,” by Daniel J. Levitin (Sunday Review, Jan. 12):",0
"“I mean, everybody hates losing,” he said. “It’s going to be the same answer every time. I’ve got to work on everything; I’ve got to improve everything.”",0
"Experts from the World Health Organization said on Thursday that it was too early to declare the outbreak an international health emergency, even as China took the apparently unprecedented move of keeping millions of people in Wuhan and nearby cities on a travel lockdown.",0
"“It’s a small but heartfelt and deserved gesture to honor the life and memory of Kobe Bryant, an absolute champion who always had Italy in his heart,” the federation said in a statement. Bryant, the statement said, “was and will always be linked to our country.”",0
"While he has expressed support for extricating American troops from the Middle East — vowing to stop endless wars — Mr. Trump has made it clear that he prefers to use military might, rather than cooperation with traditional allies, to gain the upper hand. “By removing Suleimani,” he declared in a speech at the White House on Wednesday, “we have sent a powerful message to terrorists: If you value your own life, you will not threaten the lives of our people.”",0
"“We are facing a technology that is very difficult to track, extremely powerful and effective, and completely unregulated,” said Agnes Callamard, the United Nations special rapporteur on summary executions and extrajudicial killings, after the reported hack of Mr. Bezos’ phone. “That to me is unbelievable, that we have a technology that we absolutely cannot control or trace.”",0
"In critical pockets of the country, perhaps none more so than Pennsylvania, the issue of fracking could become vital in the general election, according to union leaders, Democratic politicians and Republican strategists. Potential battleground states where Democrats nurse dreams of winning, like Ohio and Texas, are hotbeds of natural gas — Texas has 137,000 natural gas wells — and Mr. Trump has signaled he hopes for a Republican comeback in New Mexico, another fracking state.",0
The managers and Mr. Trump’s defense team sit at curved tables built before President Bill Clinton’s impeachment trial. They were brought out of storage last week. Here’s a 3-D tour of how the Senate was transformed for this trial.,0
"Honey’s, the taproom at Enlightenment Wines Meadery in Bushwick, was almost full on a recent Saturday night despite the cold and snowy weather. Patrons sat comfortably at booths, and squeezed into seats at the bar drinking medieval honey wine, or mead. In the production area behind the bar, next to the fermentation tanks and oak barrels, there was a poetry reading.",0
"The baseball league administrator warning that children will go soft, unable to compete in society.",0
"“Look at my house,” said Mr. Alicea, 66, who returned to Puerto Rico from Brooklyn two years ago, moving in to the house he had built over the course of 30 years in preparation for his retirement. “I was there, in there,” he said.",0
"Another way to weigh the pros and cons of dried fruit is to look at glycemic load, a measure of how fast your body converts a serving of food into sugar. Ideally you should eat foods with a glycemic load of 10 or less. Anything above 20 is considered very high. Prunes have a glycemic load of 10, whereas raisins have a glycemic load of 28. Compare that to whole fruits. Strawberries, apricots, grapefruit, lemon, limes, cantaloupe, nectarines, oranges, pears, blueberries, peaches, plums, apples and pineapple have glycemic loads of 6 or less.",0
"There are no dress (or undress) requirements at the restaurant or bar, beyond the rule that each naked guest must bring a towel to sit on, for hygienic reasons. On a Saturday morning in January, a man stared at his phone as he devoured a plate of fried eggs, while another rode by in a golf cart, munching on a powdered doughnut. Others gardened, played volleyball, walked dogs, read books. They just happened to be unclothed.",0
"She is survived by her husband; their son, Jack; three stepsons, Jocelyn, Neil and Timothy; two sisters, Therese Hassett and Dorothy Colgan; and two brothers, Noel and Tomas Finucane. Her daughter, Sinead, died of leukemia in 1990 at age 8.",0
"There is nobody harder to figure out, harder to pin down.",0
"“It’s a haunting trumpet he plays,” Merv Griffin told The Los Angeles Times in 2002. “Henry Mancini once told me, ‘If I’ve got a couple making passionate love onscreen and I’m writing the score, it’s Jack Sheldon’s trumpet I want.’”",0
"A success in SpaceX’s in-flight abort test would bring NASA closer to the culmination of its strategy of turning to private companies — SpaceX and Boeing — for providing transportation for its astronauts. In the past, NASA built and operated its own vehicles, like the space shuttles.",0
"In theory, figuring out how to answer these questions should be the province of the world’s regulatory agencies, and most scientists agree that gene drives will need to be evaluated on a case-by-case basis, akin to how the Food and Drug Administration evaluates the safety of a new treatment or pharmaceutical. But regulating a technology that doesn’t stop at the border of a country or a state is a new problem. Unlike a chemical pesticide, gene drives are inherently mobile — able to cross borders or potentially even oceans. And while some species, like the malaria-carrying Anopheles gambiae mosquito, exist only in sub-Saharan Africa, others, like the Norway rat, are virtually everywhere. As Kuiken put it: “How do you regulate a technology that’s undetectable, self-propagating and can fly? If one community doesn’t want it, does that mean that the other four or five communities around it aren’t allowed to move forward? How do you set up an international governance regime that enables you to make those kinds of decisions? So far, I haven’t seen any proposals that get us there.”",0
"In the meantime, Mr. Trump and his team were trying to stir as much trouble among the Democrats as possible by stoking suspicions of nefarious machinations in Iowa meant to deprive Mr. Sanders of a victory.",0
"Over at the “Weekend Update” desk, the anchors Colin Jost and Michael Che continued to riff on the impeachment trial of President Trump.",0
"New Year’s resolutions aside, January is actually a terrible month to try to eat more healthfully. For one thing, there’s not a lot of tempting fresh produce in the market, inspiring a cook to make stunning salads. Then, there’s the icy, gray-skied weather that quite naturally makes a body crave carb-heavy, cozy fare, preferably smothered in bacon and cheese.",0
"According to colleagues, Mr. Byford did not believe that Mr. Cuomo gave him enough support to fix the floundering system, while Mr. Cuomo felt that Mr. Byford was reluctant to embrace new technology and did not understand the governor’s role as the elected official most responsible for the subway.",0
"“I’m happy for you, but I’m supporting Donald J. Trump,” he said, and he moved on.",0
"In 1980, voters gave the opposite party a 45 on the thermometer—not as high as the 72 they gave their own party, but a pretty decent number all the same. After 1980, though, the numbers began dropping. By 1992, the opposing party was down to 40; by 1998, it had fallen to 38; in 2016, it was down to 29. Meanwhile, partisans’ views toward their own parties fell from 72 in 1980 to 65 in 2016.",0
"Many weapons of the old regime spread all over the sub-Saharan region, feeding other militants and terrorist groups, and producing thousands of refugees and migrants seeking safety in Europe.",0
"Mark Wernig, principal at Dowling & Yahnke Wealth Advisors in San Diego and a spokesman for the Certified Financial Planner Board, which oversees standards for financial planners, said he also recommended paying off holiday debt in the first 90 days of the new year. He suggested using a simple paper calendar. That allows people to mark off the dates for payments as well as visualize the goal of finishing by the end of the first quarter.",0
"THE GNOME STORIES, by Ander Monson. (Graywolf, paper, $16.) Eleven uncanny tales of trauma and loneliness: A man’s girlfriend is cryogenically frozen after a car crash; a woman and her robot are hired out to erase memories.",0
"CHE MALAMBO at the Joyce Theater (Feb. 11-12, 7:30 p.m.; Feb. 13-14, 8 p.m.; through Feb. 16). In 17th-century Argentina, gauchos flaunted their strength and agility through a lightning-quick percussive dance called malambo, often facing off in dance battles to prove their mettle. This all-male Argentine troupe continues the tradition, but with rock concert lighting and attitude. Gilles Brinas, the company’s founder and choreographer, provides rousing synchronized stomping routines for the dozen virile dancers, supported by the thunder of live drumming. It’s a spectacle, rooted in tradition, spiked with swagger.",0
"Amy has the leadership experience, pragmatic approach to governing and tenacity to make things happen. Though I would like to see more overt progressive bonfires from her, it seems if we are going to attract moderate Republicans and independents, we need a more moderate candidate. — Joanne, 58, Washington, D.C.",0
"She followed up that victory by winning the Australian Open last year. Now, as the No. 3 seed, Osaka has beaten 42nd-ranked Zheng Saisai in a second-round match, 6-2, 6-4, and she will face the 15-year-old phenom Coco Gauff in the next round. Gauff was down 0-3 in the third set on Wednesday but came back to beat Sorana Cirstea, 4-6, 6-3, 7-5.",0
It is less clear how the N.C.A.A. is trying to shape the debates in the states.,0
"Passing was cool again this week. While the four wild-card games produced a total of six passing touchdowns, this weekend’s action had 16 in the same number of games, with Mahomes contributing five. His statistics were eye-popping, but the fact that he did not give up when his team was down by 24-0 was even more impressive.",0
"It was, for the public, the first visible government response to contain the disease. The day before, on Dec. 31, national authorities had alerted the World Health Organization’s office in Beijing of an outbreak.",0
"This analysis shows that growth in average wages has been running about 3.9 percent per year in the Current Population Survey over the past two years, a bit firmer than the pace right before the Great Recession but below the near 5 percent reached in 2000.",0
"“The majority of those who continued riding into the 1980s were people who didn’t always follow the mainstream of music or fashion,” Higai said. “For example, if a certain pop song was popular on the radio, they wouldn’t like it. They liked punk or hard rock. If a majority of people liked baseball, they didn’t like baseball. They did not want to be part of the mainstream.”",0
"At the close of the business day in Brussels, Britain lowered the blue, yellow-starred European Union flag at its Brussels diplomatic post. The post becomes the British Embassy to the European Union at the stroke of midnight in Brussels.",0
"It is certainly not news that the newspaper business is in trouble. Its onetime profit center, print advertising, has declined sharply as readers increasingly prefer to get the news on screens.",0
Instead of trying to snuff out the rising power of players — an approach that had cost baseball and football hundreds of millions of dollars and huge chunks of seasons — Stern figured out how to embrace the change and capitalize on it.,0
"“But there are things, from my point of view, that are untouchable and where we are never willing to compromise,” Mr. Fulop said. “This is one of them.”",0
"While the rest of the candidates duke it out in Iowa, Michael Bloomberg is stumping across California. It’s voting day there too, sort of — early ballots will be mailed to millions of California voters today ahead of the state’s Super Tuesday primary. The former New York City mayor is making stops in Sacramento and Fresno before ending his day in Compton.",0
"Nina Sanchez Hebert, a spokeswoman for the Wyoming Democratic Party, said each caucus location would have a secure computer and Wi-Fi connection to transmit encrypted files, like ballots.",0
"Today’s round of polls produced little good information for Ms. Warren’s presidential campaign. She was in third place in national surveys of the Democratic primary from CNN and Monmouth University, trailing Mr. Sanders and Mr. Biden by at least nine percentage points in each.",0
"Surveillance capitalists are rich and powerful, but they are not invulnerable. They have an Achilles heel: fear. They fear lawmakers who do not fear them. They fear citizens who demand a new road forward as they insist on new answers to old questions: Who will know? Who will decide who knows? Who will decide who decides? Who will write the music, and who will dance?",0
"In his statement, Eliot said he realized after his wife’s death that he had only been in love with “the memory” of Hale.",0
"“Some were off-duty, some were unarmed, and many were killed after capture,” he said.",0
"“It felt like in my freshman year Google, Palantir and Facebook were these shiny places everyone wanted to be. It was like, ‘Wow, you work at Facebook. You must be really smart,’” said Ms. Dogru, 23. “Now if a classmate tells me they’re joining Palantir or Facebook, there’s an awkward gap where they feel like they have to justify themselves.”",0
One of the birds walked slowly over and flew out as the doors opened. The other one walked down the center of the train avoiding the doors in the middle of the car.,0
"Israeli citizens who have traveled to China will be allowed back, officials said. And the Israeli news media reported that the country was expected to extend the work permits of nearly 1,700 Chinese construction workers whose contracts expired. The arrival of the same number of workers from China who were due to replace them has been indefinitely postponed.",0
"It is no joke getting old, particularly for stubborn, vivacious personalities like Mr. Buatta, and he chafed against its indignities. He and Ms. Eerdmans had not spoken in three months when a friend called in July of 2018 and said, as she remembered, “‘Mario isn’t answering his phone, can you go over there and see if he’s O.K.?’”",0
"Bitcoin played a crucial role in the recent growth of so-called ransomware attacks, in which hackers steal or encrypt computer files and refuse to give them back unless a Bitcoin payment is made.",0
That notion was almost unanimously rejected by analysts and foreign diplomats who saw the plan as heavily weighted in favor of Israel. Details were not disclosed.,0
"Users include many politicians and journalists, especially on Twitter, who may jump on a trending topic without knowing how it rose to the top of their lists, said Philip Kreissel, of the #Iamhere organization, which tracks and counters hate speech on social media.",0
"Ms. Mann, then 27, was an aspiring actress, raised in the evangelical church and from a dairy farm in Washington State, when she met Mr. Weinstein.",0
"Asked to comment on the E.P.A.’s increased willingness to let cities keep releasing sewage, Michael Abboud, a spokesman for the E.P.A., said in a statement that the agency “has consistently stated that it hopes to achieve full compliance” with the law. “We will continue to work collaboratively with our local partners to ensure that protecting human health and the environment remains the top priority.”",0
LOS ANGELES — Adam Sandler’s “Uncut Gems” is sparkling at the box office.,0
Mr. Dulos’s lawyers have repeatedly denied his involvement in Ms. Dulos’s disappearance. Both he and Ms. Troconis have pleaded not guilty to previous charges against them.,0
Footage from local television stations showed emergency responders performing CPR on a person lying in the home’s driveway.,0
"Tom Brady and Drew Brees didn’t make it through the first round of the playoffs. Aaron Rodgers missed the Super Bowl, too, by losing in a later round. Eli Manning retired, usurped as the Giants’ leader after 16 years. Ben Roethlisberger played like he should be considering it, too.",0
"While numbers can fluctuate from year to year, the figures highlight how difficult it is to reduce deaths in a crowded city with a dangerous mix of impatient drivers, droves of pedestrians and cyclists who are often vulnerable to traffic. While some New Yorkers want to ban cars from Manhattan, city officials say they must also balance the needs of those who use vehicles for commuting and commerce.",0
"“The Trump administration that promised to ‘annihilate’ ISIS has now stopped operations against ISIS to protect US troops from Iranian retaliation,” Joshua A. Geltzer, who was the senior director for counterterrorism at the National Security Council during the Obama administration, said on Twitter on Sunday. “So Trump stops addressing an existing threat to deal with one of his making.”",0
"A significant posting for the church in the United States, the archdiocese of Philadelphia is traditionally a cardinal’s seat, meaning that its leader is usually named a cardinal, the church’s highest clerical rank after pontiff. Cardinals younger than 80 elect the pope, giving them critical sway in the future of the church.",0
"While that trip created a short-term boost for Mr. Guaidó, it yielded few tangible gains and left the opposition without a leader at a crucial time in its struggle against Mr. Maduro.",0
"Mr. Trump never raised the issue of corruption in his calls with Mr. Zelensky, even though it was on his prepared list of talking points.",0
"My father’s father painted houses for a living, drank too much for a time and sat in a recliner and yelled at my grandmother for most of the years I knew him. “Cookie, bring me an iced tea.” “Cookie, I’m starving. Get me a sandwich.” “Cookie, turn that radio off. I’m watching the game!” They fought constantly, she running around to serve him while he shouted orders and moaned: “My legs are bothering me.” “My sugar’s too high.” “Look at the arthritis in that finger.” My father’s chatter is a replica of his father’s — he, too, reduced to life in his recliner, on oxygen, his partial teeth sitting on the table next to him. The only thing he is in control of now is the TV remote — and my mother.",0
"After a bruising 12-hour debate that underscored the deep acrimony between Republicans and Democrats at the outset of the trial, Republicans pushed through a set of rules that would postpone until next week at the earliest a final decision on whether to call witnesses or subpoena documents for the trial.",0
"But timing might also factor into Mr. Trump’s lawyers’ strategy, and they could be disinclined to break early. If they see advantages in forging ahead with as much of their opening arguments as possible before next week, the legal team may favor taking a full day on Saturday.",0
"During the dinner, Mr. Trump lashed out at the European Union for trying to “screw” the United States, assailed the World Trade Organization as a “weapon” intended to harm America and lamented the “globalists” around him who do not care if manufacturing plants shutter.",0
"Keto isn’t the only way to lose weight or change your life, obviously. Dietitians say it is not essential to cut back on as many foods, since a moderate low-carb diet may still hold benefits for diabetes or weight loss.",0
"“She went through so much, mentally,” Ms. Francis-Hartley said, her voice cracking. “And I had to be strong. I had to go in the car sometimes and just cry.”",0
"For many, the biggest worry is what comes next. On an island where 70 percent of the structures were constructed before quake-resistant building codes were enacted, many fear that their children may be enrolled in unsafe schools like Jeremy’s, or that fissures in their homes could expand and lead to collapse.",0
"Since the late 1990s, Clarity Haynes has been painting portraits of people’s breasts. They aren’t descended from the sexy and sexist classical nudes of art history, nor do they have the fleshy weight of the paintings of more contemporary artists like Lucian Freud or Jenny Saville. Instead, in “The Breast Portrait Project,” Ms. Haynes — who works from life over a series of sessions with her sitters that can take years — depicts the torsos of women, trans, and gender-nonconforming people in remarkable, caring detail. She relishes the tattoos, wrinkles, scars, veins and folds that our dominant society may deem unsightly.",0
"He added that nearly 80 percent of Oyo’s employees had been at the company for less than a year, so training has been a challenge. “We have just grown very, very fast,” he said.",0
"Harrowing videos of a pig being tied up and shoved off a bungee tower at a theme park in China have drawn outrage, in a country where animal rights activism is a growing and relatively new phenomenon.",0
"CHALLENGES Last summer and fall were very tragedy-filled. In July, Neal’s father had a stroke. He died in August. In September, my father was diagnosed with terminal lung cancer. In October there was a major fire at my parents’ building and their apartment was destroyed. They lived there for almost 47 years. They escaped in bare feet through the flames. I found them a sublet on 11th street between Avenues B and C.",0
"While Mr. Starmer has a “sir” in his name and is a well-compensated lawyer who lives in North London, like Mr. Corbyn’s, his roots are working-class: He is the son of a toolmaker and a nurse. Mr. Starmer prefers not to use the honorific, and in a stroke of fortune for an aspiring leader, he was named after the first leader of the Labour Party, Keir Hardie.",0
"Mr. Jones and the three other S.N.C.C. members were also arrested, and Mr. Jones did his own 30 days.",0
"Pressed by Ms. Hylton after his inaccurate denial, Mr. Biden said that his proposal came “in the context of we saved Social Security during the Reagan administration” and noted that Senator Edward M. Kennedy of Massachusetts, a liberal stalwart, voted for the plan.",0
"Mr. Cavaco and Ms. Keeble, who were married, divorced, and Ms. Keeble married John Duka, a former New York Times fashion writer. He became a partner in the agency, which named itself Keeble Cavaco & Duka, later shortened to KCD.",0
"“It will look beautiful,” I said after another quick assessment.",0
"“After we heard how bad the situation was on Monday, we held a family meeting and decided that it just wasn’t worth the risk,” said Yan Chaowei, 32, a Shanghai resident who was planning on taking a seven-hour bullet train to her family home in southeastern Jiangxi Province.",0
"Without witnesses, the impeachment trial could go to a vote and conclude as early as next week.",0
"Stan Sorscher, a former Boeing engineer who then worked with a union representing company engineers, said priorities had shifted over the past two decades, with profits mattering more than quality.",0
"Just how much more should people save? Morningstar suggested a simple rule of thumb: Each time you get a raise, spend a percentage of it that’s twice the number of years to retirement — and save the rest. That means if you expect to retire in 10 years, you can spend 20 percent of the raise, guilt free.",0
The making of the rule sparked an internal debate in the White House. Reporting from news outlets cast Mr. Biden as part of the camp arguing for a less stringent rule.,0
"The 12 jurors include a public housing worker, an Upper East Side businessman, an East Harlem security guard, the managing partner of an investment firm, a banking executive, a married father of two, the co-founder of a start-up, a real estate tax accountant and a lawyer whose sister is a federal prosecutor in Chicago.",0
"For a thousand reasons, male genital display seems to have gone out of style — just as, perhaps, being male has. Yet, concurrent with a shift in pronouns and all that they historically implied, there has emerged in fashion an apparent fascination with the male organ of generation.",0
2019 was an exciting year for Modern Love. The column marked its 15th anniversary and became a television show.,0
"She added, “It’s time for newness. We refuse the negative energy, we refuse the old systems.” She also took aim at President Trump, saying he should be replaced by the Bronx singer-rapper Cardi B.",0
"Yet that silence has troubling implications. According to a 2017 national survey of 3,000 high school students and young adults by the Making Caring Common Project, a large majority of boys never had a single conversation with their parents about, for instance, how to be sure that your partner “wants to be — and is comfortable — having sex with you,” or about what it meant to be a “a caring and respectful sexual partner.” About two-thirds had never heard from their parents that they shouldn’t have sex with someone who is too intoxicated to consent. Most had never been told by parents not to catcall girls or use degrading terms such as “bitches” or “hoes” — this despite the fact that nearly 90 percent of the girls in the survey reported having been sexually harassed.",0
"The next challenge for Williams will be translating her promising form into success at the Australian Open, where she will try again to win her 24th Grand Slam singles title and tie Margaret Court’s record.",0
"PUP RALLY PUPPY BOWL VIEWING PARTY at Boris & Horton (Feb. 2, 2:30-5 p.m.). While millions will watch the Super Bowl on Sunday, there are still crowds that would rather view puppies chasing one another down a field than grown men running and tackling. If your family shares those sentiments, Animal Planet’s televised Puppy Bowl XVI is for you, and so is this celebration at Boris & Horton, an East Village cafe that welcomes dogs as well as their owners. The Puppy Bowl referee and announcer Dan Schachner will host the viewing party with Mocha, a beloved canine athlete. A fund-raiser for the organization Foster Dogs, the event will offer more than food, drink, games and prizes: Furry friends will also attend, all seeking to score permanent homes.",0
"What it’s about: When their neighborhood is battered by opioids, two sisters choose very different paths through the wreckage. One is a cop; the other is an addict. And one of the two is missing.",0
Join a workshop and walk-through of the “Workers’ Studio: El Co-op” exhibition at the Queens Museum. 2 p.m. [Free with museum admission],0
"It’s the largest quarantine in human history, but will it stop the disease?",0
"For example, the Vanguard High-Yield Corporate fund had a current yield of 4.2 percent in December, compared with 1.7 percent for the Vanguard Intermediate Treasury fund. BlackRock also recommends emerging-market bonds, which it says could do well at a time when the global economic outlook is solidifying. The TCW Emerging Markets Income fund has a 5 percent current yield.",0
"10:30 a.m. While skiing, Zak and I chatted about upcoming TV commercial shoots in India that our agency is working on for the brands  Frooti and Appy Fizz. I’ll be creative-directing the campaign and Zak is a director of photography and will be filming. We’ll be working with five different Bollywood stars, which should be interesting!",0
"“In Middle America and in Iowa, this kind of thing connects to people,” said Jonathan Freeman, an Army reservist from Iowa who was the deputy veterans outreach director for Barack Obama’s 2008 campaign. “Not just because he said, ‘I had the flag on my shoulder.’ It’s a sincere experience that other people can connect to because they know the guy down the street who deployed.”",0
But the new study is an important step toward understanding the role of stress on various tissues.,0
"Four of those patients were found not to have the virus, and the tests involving the other five are still pending, Gov. Andrew M. Cuomo said Monday in a statement.",0
"That role could begin as early as Thursday when, after a monthlong delay, the House will vote to appoint a team of lawmakers, known as managers, to prosecute the case against Mr. Trump and, in a highly choreographed exchange, transmit the articles to the Senate.",0
There are just enough nods to “Next Generation” lore to signal for die-hard fans that this is a show that understands why Picard’s return is so important to them. But it doesn’t lean so heavily into nostalgia to overwhelm a great story. And it is a great story.,0
"“Trump is a clear and present danger to our democracy, and he must be held accountable,” she wrote on Twitter.",0
"No. 5 Bills at No. 4 Texans, 4:35 p.m., ABC and ESPN",0
Our colleague Katie Rogers was on the ground. Here’s her take:,0
"Qaboos had no children and, despite nearly five decades in power, never publicly named or groomed a successor. That led to concern that his death could unleash a messy transition or even a power struggle between members of the Al Said dynasty, which has ruled Oman since 1744 and once stretched as far as Zanzibar.",0
"Elementary schools in Poway include Chapparal, Garden Road, Midland, Painted Rock, Pomerado, Tierra Bonita and Valley. During the 2018-19 school year, 76 percent of third-graders in the district met benchmarks for English language arts on the California Smarter Balanced Assessment test, compared with 56 percent in the San Diego Unified School District and 49 percent across California.",0
"This season, the Saints finished with the same number of wins as the first- and second-seeded 49ers and Green Bay Packers, but they lost the tiebreaker among the three teams and did not earn a bye in the first round of the playoffs. That twist of fate turned out to be costly for the Saints, who were favored to win in part because they were playing at home in the Superdome, where the crowd noise reached 125 decibels during the game.",0
"This defense, the political scientist Brian Klaas writes, is “the kind of thing I have heard in authoritarian countries — that if the leader does it, and they think it’s good for the public, then it’s legitimate.”",0
"“The breaking point for everything,” he said, “will be if the Israelis proceed with any measures to annex or apply Israeli law or sovereignty to anywhere in the West Bank. Whatever the terminology, it amounts to the same thing.”",0
"Mr. Kim said recently that he no longer expected the United States to ease sanctions. Instead, he vowed to expand his country’s nuclear force, warning that North Korea ​no longer felt bound by a self-imposed moratorium on nuclear and long-range ballistic missile tests.",0
"“You’re looking at somebody who led the opposition to the war in Iraq, gulf war.”",0
"But there are other considerations than just aesthetics. In using wood, a renewable resource, Frame Home is hoping to create housing with a smaller-than-normal carbon footprint, which is  a choice that might seem counterintuitive: How can chopping down trees ever be green?",0
"Downfall is backed by Drexcorp, a fictional humanitarian organization and pharmaceutical corporation that tries to ensure that festivalgoers are having a great time, but are also buying more pharmaceuticals, Evan Shapiro, the president of National Lampoon, said in an interview.",0
"“The next week or two will be a critical time for the development of the epidemic,” the faculty at the Chinese University of Hong Kong wrote on its Facebook page. “We must closely monitor whether there is a community outbreak outside Hubei Province, especially in Hong Kong’s neighboring regions.”",0
"Dr. Tedros expressed the same frustration at a news conference on Wednesday, suggesting that the agency might need to switch to a graduated “green-yellow-red"" system.",0
"But several days after the Jersey City attack, Mr. Meyer said, the man “put two and two together” and contacted him. The man told Mr. Meyer that he was on his way to work at about 9:45 a.m. when he saw a U-Haul van ahead of him on the highway.",0
"Last May, the Royal Ballet announced a new work by Mr. Scarlett would receive its world premiere in February 2020. That production was postponed in August, the same month Mr. Scarlett was suspended.",0
"“They don’t want more refugees here,” Ms. Asumani told her husband. “It shows they don’t love us.”",0
"General Suleimani’s assassination could also open the door to diplomacy, says Ian Bremmer, a political scientist and the president of Eurasia Group. Mr. Bremmer notes that Mr. Trump took a similar tack of escalation when he threatened Mexico with tariffs if it didn’t tighten its border, which it eventually vowed to do. He tweeted:",0
"“It’s the only way they’ll play, honestly. That’s one of the reasons why he’s had offensive success everywhere he’s gone,” Welker said of Shanahan. “A lot of people have the same plays in the N.F.L., but when the boss of all bosses is showing in front of the team the standard and what’s acceptable and not, guys either do it, or they don’t want to play and then they’re not there.”",0
"And many companies say they are unable to move their supply chains, often because it is too expensive to shift or because China is the primary manufacturer of their materials. For instance, China remains the global hub of electronics manufacturing, and a huge consumer market in its own right.",0
"The researchers found that Arbidol, an antiviral drug used in Russia and China for treating influenza, could be combined with Darunavir, the anti-H.I.V. drug, for treating patients with the coronavirus, according to ChangJiang News, a state-backed newspaper in Wuhan.",0
"On Tuesday, United Airlines said that it would suspend flights from Feb. 8 until Feb. 20 in light of a “continued drop in demand.” In 2018, United carried 14.5 percent of the 3.9 million passengers who took nonstop flights between the United States and Hong Kong.",0
